ma_fast,ma_mid,ma_slow,rsi_short,rsi_cover,vol_min_pct,max_hold_bars,entry_signals,exit_signals,entries,trades,wins,win_rate,entry_fill_rate,exit_fill_rate,maker_fills,taker_fills,limit_expired,missed_entries,missed_exits,capacity_reject_entries,capacity_reject_exits,funding_bars,funding_carry_pct,return_pct,max_dd_pct,score,equity_multiple
10,30,60,66,38,1.2,48,2,1,1,1,1,100.0,50.0,100.0,1,1,1,1,0,0,0,13,-0.065,6.3,0.86,-2.23,1.0629634886145243
10,30,60,66,38,1.2,96,2,1,1,1,1,100.0,50.0,100.0,1,1,1,1,0,0,0,13,-0.065,6.3,0.86,-2.23,1.0629634886145243
10,30,60,66,42,1.2,24,2,1,1,1,1,100.0,50.0,100.0,1,1,1,1,0,0,1,13,-0.065,6.3,0.86,-2.23,1.0629634886145243
10,30,60,66,42,1.2,48,2,1,1,1,1,100.0,50.0,100.0,1,1,1,1,0,0,1,13,-0.065,6.3,0.86,-2.23,1.0629634886145243
10,30,60,66,42,1.2,96,2,1,1,1,1,100.0,50.0,100.0,1,1,1,1,0,0,1,13,-0.065,6.3,0.86,-2.23,1.0629634886145243
10,30,60,66,46,0.8,24,5,9,4,4,4,100.0,80.0,44.44,4,4,6,1,5,0,10,82,-0.4092,8.98,4.67,-2.41,1.0898082947230385
10,20,60,62,42,1.2,24,5,5,5,5,3,60.0,100.0,100.0,5,5,0,0,0,0,2,94,-0.4689,7.57,8.33,-2.42,1.0756966370699421
7,20,52,62,42,1.2,24,5,5,5,5,3,60.0,100.0,100.0,5,5,0,0,0,0,2,95,-0.4739,7.56,8.33,-2.43,1.0756428522380888
7,20,60,62,42,1.2,24,5,5,5,5,3,60.0,100.0,100.0,5,5,0,0,0,0,2,95,-0.4739,7.56,8.33,-2.43,1.0756428522380888
7,30,60,62,42,0.8,24,11,17,11,11,8,72.73,100.0,64.71,11,11,6,0,6,0,13,233,-1.1583,8.14,7.38,-2.48,1.08135451291967
7,30,52,62,38,0.4,24,13,19,13,13,8,61.54,100.0,68.42,13,13,6,0,6,0,16,305,-1.5135,10.81,9.79,-2.51,1.1081496116942104
10,30,52,58,46,0.8,24,18,26,13,13,11,84.62,72.22,50.0,13,13,18,5,13,1,27,246,-1.2225,13.04,7.42,-2.53,1.130399186258606
10,30,52,62,46,0.4,24,17,22,12,12,8,66.67,70.59,54.55,12,12,15,5,10,2,21,208,-1.0346,13.81,8.55,-3.14,1.13809884478078
7,30,60,58,42,0.8,24,14,18,12,12,9,75.0,85.71,66.67,12,12,8,2,6,2,14,239,-1.1879,9.67,7.62,-3.28,1.0967358988055178
10,30,52,62,42,0.4,24,17,19,12,12,8,66.67,70.59,63.16,12,12,12,5,7,2,16,224,-1.1138,14.0,9.19,-3.28,1.1400181291694158
10,30,60,58,42,0.4,24,15,19,12,12,8,66.67,80.0,63.16,12,12,10,3,7,3,17,226,-1.1237,11.75,8.55,-3.35,1.1175499185648352
7,30,52,58,38,1.2,24,8,8,7,7,5,71.43,87.5,87.5,7,7,2,1,1,1,3,145,-0.7224,12.85,11.43,-3.36,1.128479280837
7,20,52,66,42,0.8,24,4,5,4,4,3,75.0,100.0,80.0,4,4,1,0,1,0,3,69,-0.3444,5.68,6.71,-3.38,1.056763100817842
7,20,60,66,42,0.8,24,4,5,4,4,3,75.0,100.0,80.0,4,4,1,0,1,0,3,69,-0.3444,5.68,6.71,-3.38,1.056763100817842
10,20,60,66,42,0.8,24,4,5,4,4,3,75.0,100.0,80.0,4,4,1,0,1,0,3,68,-0.3394,5.68,6.71,-3.38,1.0568159416149228
7,30,52,66,42,0.8,24,5,7,5,5,4,80.0,100.0,71.43,5,5,2,0,2,0,5,110,-0.5485,6.06,6.71,-3.43,1.0605672257907999
10,30,60,58,38,0.4,24,15,18,12,12,8,66.67,80.0,66.67,12,12,9,3,6,3,15,278,-1.3804,11.49,8.55,-3.44,1.1149431601830277
7,20,52,62,46,0.8,24,11,20,11,11,8,72.73,100.0,55.0,11,11,9,0,9,0,20,195,-0.9703,8.6,8.33,-3.64,1.0860137999348585
