ma_fast,ma_mid,ma_slow,rsi_short,rsi_cover,vol_min_pct,max_hold_bars,entry_signals,exit_signals,entries,trades,wins,win_rate,entry_fill_rate,exit_fill_rate,maker_fills,taker_fills,limit_expired,missed_entries,missed_exits,capacity_reject_entries,capacity_reject_exits,return_pct,max_dd_pct,score,equity_multiple
7,30,52,58,46,0.8,48,22,39,11,11,7,63.64,50.0,28.21,11,11,40,11,29,17,61,-8.88,23.77,-48.49,0.9111618297936771
7,20,60,62,42,0.4,48,12,13,6,6,3,50.0,50.0,46.15,6,6,13,6,7,10,15,-14.88,19.58,-48.56,0.8512496824667013
7,20,60,62,42,0.8,48,12,13,6,6,3,50.0,50.0,46.15,6,6,13,6,7,10,15,-14.88,19.58,-48.56,0.8512496824667013
7,20,60,66,46,0.4,48,7,14,5,5,2,40.0,71.43,35.71,5,5,11,2,9,3,19,-16.48,20.61,-48.71,0.8352075928400983
7,20,60,66,46,0.8,48,7,14,5,5,2,40.0,71.43,35.71,5,5,11,2,9,3,19,-16.48,20.61,-48.71,0.8352075928400983
7,30,52,58,38,0.4,24,24,52,10,10,5,50.0,41.67,19.23,10,10,57,14,43,22,88,-11.37,20.6,-48.88,0.886292413646512
7,20,60,58,38,0.8,48,23,16,8,8,4,50.0,34.78,50.0,8,8,23,15,8,26,19,-8.44,23.5,-48.92,0.9155963357867872
10,30,60,58,46,0.4,48,21,35,10,10,6,60.0,47.62,28.57,10,10,36,11,25,15,53,-12.34,20.96,-48.93,0.8765735585877289
7,30,52,58,42,0.8,24,21,50,11,11,6,54.55,52.38,22.0,11,11,50,10,40,16,83,-13.43,20.4,-48.95,0.8656779689916102
10,30,52,58,42,0.8,24,21,50,11,11,6,54.55,52.38,22.0,11,11,50,10,40,18,83,-13.43,20.4,-48.95,0.8656779689916102
7,20,52,66,38,0.4,96,6,5,4,4,2,50.0,66.67,80.0,4,4,4,2,2,2,4,-14.57,23.66,-48.96,0.854283499843593
7,20,52,66,38,0.8,96,6,5,4,4,2,50.0,66.67,80.0,4,4,4,2,2,2,4,-14.57,23.66,-48.96,0.854283499843593
10,20,52,66,38,0.4,96,6,5,4,4,2,50.0,66.67,80.0,4,4,4,2,2,4,4,-14.57,23.66,-48.96,0.854283499843593
10,20,52,66,38,0.8,96,6,5,4,4,2,50.0,66.67,80.0,4,4,4,2,2,4,4,-14.57,23.66,-48.96,0.854283499843593
7,20,60,66,38,0.4,96,7,6,5,5,2,40.0,71.43,83.33,5,5,4,2,2,3,5,-15.54,23.66,-49.05,0.8446280169887235
7,20,60,66,38,0.8,96,7,6,5,5,2,40.0,71.43,83.33,5,5,4,2,2,3,5,-15.54,23.66,-49.05,0.8446280169887235
7,30,60,66,38,0.4,96,7,6,5,5,2,40.0,71.43,83.33,5,5,4,2,2,2,5,-15.54,23.66,-49.05,0.8446280169887235
7,30,60,66,38,0.8,96,7,6,5,5,2,40.0,71.43,83.33,5,5,4,2,2,2,5,-15.54,23.66,-49.05,0.8446280169887235
10,30,60,66,38,0.4,96,7,6,5,5,2,40.0,71.43,83.33,5,5,4,2,2,3,5,-15.54,23.66,-49.05,0.8446280169887235
10,30,60,66,38,0.8,96,7,6,5,5,2,40.0,71.43,83.33,5,5,4,2,2,3,5,-15.54,23.66,-49.05,0.8446280169887235
10,20,60,58,38,0.8,48,21,34,7,7,4,57.14,33.33,20.59,7,7,41,14,27,20,56,-6.9,23.5,-49.07,0.9309644531701046
7,20,52,58,38,0.8,48,21,35,7,7,4,57.14,33.33,20.0,7,7,42,14,28,22,57,-6.9,23.5,-49.1,0.9309644531701046
7,30,60,62,42,0.4,48,14,20,7,7,4,57.14,50.0,35.0,7,7,20,7,13,12,28,-12.92,21.21,-49.12,0.8708212202364877
7,30,60,62,42,0.8,48,14,20,7,7,4,57.14,50.0,35.0,7,7,20,7,13,12,28,-12.92,21.21,-49.12,0.8708212202364877
10,30,60,62,42,0.4,48,14,20,7,7,4,57.14,50.0,35.0,7,7,20,7,13,9,28,-12.92,21.21,-49.12,0.8708212202364877
10,30,60,62,42,0.8,48,14,20,7,7,4,57.14,50.0,35.0,7,7,20,7,13,9,28,-12.92,21.21,-49.12,0.8708212202364877
7,20,60,58,38,0.4,48,25,16,8,8,4,50.0,32.0,50.0,8,8,25,17,8,29,19,-8.44,23.5,-49.34,0.9155963357867872
10,30,52,58,46,0.4,48,25,39,11,11,7,63.64,44.0,28.21,11,11,43,14,29,24,61,-8.88,23.77,-49.39,0.9111618297936771
7,30,52,62,38,0.4,48,15,32,8,8,4,50.0,53.33,25.0,8,8,31,7,24,11,51,-12.78,21.64,-49.5,0.8721763630175454
7,30,52,62,38,0.8,48,15,32,8,8,4,50.0,53.33,25.0,8,8,31,7,24,11,51,-12.78,21.64,-49.5,0.8721763630175454
10,30,52,62,38,0.4,48,15,32,8,8,4,50.0,53.33,25.0,8,8,31,7,24,10,51,-12.78,21.64,-49.5,0.8721763630175454
10,30,52,62,38,0.8,48,15,32,8,8,4,50.0,53.33,25.0,8,8,31,7,24,10,51,-12.78,21.64,-49.5,0.8721763630175454
10,20,60,58,38,0.4,48,23,34,7,7,4,57.14,30.43,20.59,7,7,43,16,27,23,56,-6.9,23.5,-49.51,0.9309644531701046
7,20,52,62,38,0.4,96,12,25,6,6,4,66.67,50.0,24.0,6,6,26,6,20,9,40,-9.21,24.24,-49.6,0.9079183488280995
7,20,52,62,38,0.8,96,12,25,6,6,4,66.67,50.0,24.0,6,6,26,6,20,9,40,-9.21,24.24,-49.6,0.9079183488280995
10,20,52,62,38,0.4,96,12,25,6,6,4,66.67,50.0,24.0,6,6,26,6,20,8,40,-9.21,24.24,-49.6,0.9079183488280995
10,20,52,62,38,0.8,96,12,25,6,6,4,66.67,50.0,24.0,6,6,26,6,20,8,40,-9.21,24.24,-49.6,0.9079183488280995
7,30,52,62,46,0.4,24,15,23,7,7,2,28.57,46.67,30.43,7,7,24,8,16,12,35,-16.25,18.28,-49.67,0.8375156988940161
7,30,52,62,46,0.8,24,15,23,7,7,2,28.57,46.67,30.43,7,7,24,8,16,12,35,-16.25,18.28,-49.67,0.8375156988940161
10,30,52,62,46,0.4,24,15,23,7,7,2,28.57,46.67,30.43,7,7,24,8,16,11,36,-16.25,18.28,-49.67,0.8375156988940161
10,30,52,62,46,0.8,24,15,23,7,7,2,28.57,46.67,30.43,7,7,24,8,16,11,36,-16.25,18.28,-49.67,0.8375156988940161
7,20,52,58,38,0.4,48,24,35,7,7,4,57.14,29.17,20.0,7,7,45,17,28,28,57,-6.9,23.5,-49.73,0.9309644531701046
7,30,52,58,42,0.4,24,24,50,11,11,6,54.55,45.83,22.0,11,11,53,13,40,21,83,-13.43,20.4,-49.93,0.8656779689916102
10,30,60,58,42,0.4,24,21,39,10,10,5,50.0,47.62,25.64,10,10,40,11,29,15,60,-15.95,18.84,-50.12,0.8405483246919152
7,30,52,58,46,0.8,24,22,52,11,11,6,54.55,50.0,21.15,11,11,53,11,42,17,86,-13.3,21.2,-50.18,0.8669784123931801
10,30,60,58,46,0.8,96,20,25,9,9,6,66.67,45.0,36.0,9,9,27,11,16,15,35,-10.12,24.0,-50.37,0.8988101775762383
7,30,52,66,38,0.4,96,7,5,4,4,2,50.0,57.14,80.0,4,4,5,3,2,3,4,-14.57,23.66,-50.39,0.854283499843593
7,30,52,66,38,0.8,96,7,5,4,4,2,50.0,57.14,80.0,4,4,5,3,2,3,4,-14.57,23.66,-50.39,0.854283499843593
10,20,60,66,38,0.4,96,7,5,4,4,2,50.0,57.14,80.0,4,4,5,3,2,3,4,-14.57,23.66,-50.39,0.854283499843593
10,20,60,66,38,0.8,96,7,5,4,4,2,50.0,57.14,80.0,4,4,5,3,2,3,4,-14.57,23.66,-50.39,0.854283499843593
7,30,60,62,46,0.4,48,14,29,7,7,4,57.14,50.0,24.14,7,7,29,7,22,12,46,-14.01,20.96,-50.46,0.8599060464047963
7,30,60,62,46,0.8,48,14,29,7,7,4,57.14,50.0,24.14,7,7,29,7,22,12,46,-14.01,20.96,-50.46,0.8599060464047963
10,30,60,62,46,0.4,48,14,29,7,7,4,57.14,50.0,24.14,7,7,29,7,22,9,46,-14.01,20.96,-50.46,0.8599060464047963
10,30,60,62,46,0.8,48,14,29,7,7,4,57.14,50.0,24.14,7,7,29,7,22,9,46,-14.01,20.96,-50.46,0.8599060464047963
7,20,52,62,38,0.4,24,12,41,6,6,2,33.33,50.0,14.63,6,6,41,6,35,9,72,-13.1,21.39,-50.53,0.868979904691257
7,20,52,62,38,0.8,24,12,41,6,6,2,33.33,50.0,14.63,6,6,41,6,35,9,72,-13.1,21.39,-50.53,0.868979904691257
7,30,60,62,38,0.4,96,14,27,7,7,4,57.14,50.0,25.93,7,7,28,7,21,12,43,-10.23,24.24,-50.53,0.8976566616337005
7,30,60,62,38,0.8,96,14,27,7,7,4,57.14,50.0,25.93,7,7,28,7,21,12,43,-10.23,24.24,-50.53,0.8976566616337005
10,20,52,62,38,0.4,24,12,41,6,6,2,33.33,50.0,14.63,6,6,41,6,35,8,72,-13.1,21.39,-50.53,0.868979904691257
10,20,52,62,38,0.8,24,12,41,6,6,2,33.33,50.0,14.63,6,6,41,6,35,8,72,-13.1,21.39,-50.53,0.868979904691257
10,30,60,58,38,0.8,24,20,36,9,9,4,44.44,45.0,25.0,9,9,38,11,27,15,56,-13.81,20.6,-50.53,0.8619051064778075
10,30,60,62,38,0.4,96,14,27,7,7,4,57.14,50.0,25.93,7,7,28,7,21,9,43,-10.23,24.24,-50.53,0.8976566616337005
10,30,60,62,38,0.8,96,14,27,7,7,4,57.14,50.0,25.93,7,7,28,7,21,9,43,-10.23,24.24,-50.53,0.8976566616337005
7,20,52,62,46,0.4,24,12,40,6,6,2,33.33,50.0,15.0,6,6,40,6,34,9,71,-13.68,21.14,-50.8,0.8631925405114319
7,20,52,62,46,0.8,24,12,40,6,6,2,33.33,50.0,15.0,6,6,40,6,34,9,71,-13.68,21.14,-50.8,0.8631925405114319
