ma_fast,ma_mid,ma_slow,rsi_short,rsi_cover,vol_min_pct,max_hold_bars,entry_signals,exit_signals,entries,trades,wins,win_rate,entry_fill_rate,exit_fill_rate,maker_fills,taker_fills,limit_expired,missed_entries,missed_exits,capacity_reject_entries,capacity_reject_exits,funding_bars,funding_carry_pct,return_pct,max_dd_pct,score,equity_multiple
10,20,52,66,38,0.8,24,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,0,40,-0.1998,7.56,2.96,4.01,1.075605706745581
10,20,60,66,38,0.4,24,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,0,40,-0.1998,7.56,2.96,4.01,1.075605706745581
10,20,60,66,38,0.8,24,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,0,40,-0.1998,7.56,2.96,4.01,1.075605706745581
10,30,52,66,38,0.4,24,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,0,40,-0.1998,7.56,2.96,4.01,1.075605706745581
10,30,52,66,38,0.8,24,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,0,40,-0.1998,7.56,2.96,4.01,1.075605706745581
7,20,52,58,38,1.2,24,3,3,3,3,3,100.0,100.0,100.0,3,3,0,0,0,0,0,32,-0.1599,7.92,3.31,3.95,1.0792162645071954
7,20,52,58,38,1.2,48,3,3,3,3,3,100.0,100.0,100.0,3,3,0,0,0,0,0,32,-0.1599,7.92,3.31,3.95,1.0792162645071954
7,20,52,58,38,1.2,96,3,3,3,3,3,100.0,100.0,100.0,3,3,0,0,0,0,0,32,-0.1599,7.92,3.31,3.95,1.0792162645071954
7,30,52,62,38,1.2,96,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,0,66,-0.3295,8.91,4.46,3.56,1.089074192240915
7,30,60,62,38,1.2,96,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,0,67,-0.3344,8.9,4.46,3.55,1.0890197385313032
10,30,52,62,38,1.2,96,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,0,67,-0.3344,8.9,4.46,3.55,1.0890197385313032
10,30,52,58,38,1.2,48,3,6,3,3,3,100.0,100.0,50.0,3,3,3,0,3,0,7,75,-0.3743,10.49,3.84,3.38,1.104928267938118
7,20,52,62,38,1.2,24,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,0,23,-0.1149,6.43,2.96,2.88,1.0643037402921462
7,20,52,62,38,1.2,48,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,0,23,-0.1149,6.43,2.96,2.88,1.0643037402921462
7,20,52,62,38,1.2,96,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,0,23,-0.1149,6.43,2.96,2.88,1.0643037402921462
7,20,60,62,38,1.2,24,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,0,23,-0.1149,6.43,2.96,2.88,1.0643037402921462
7,20,60,62,38,1.2,48,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,0,23,-0.1149,6.43,2.96,2.88,1.0643037402921462
7,20,60,62,38,1.2,96,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,0,23,-0.1149,6.43,2.96,2.88,1.0643037402921462
10,20,52,62,38,1.2,24,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,0,22,-0.1099,6.44,2.96,2.88,1.0643569581400534
